text,label,source,split,context,topic,masked_text,original_label
"If you're going to add that much salt to the soup, you might as well pour the whole box in!",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"If MSK<0> 're going to add that much salt to the soup , MSK<0> might as well pour the whole box in !",faulty generalization
"Senator Jones wants a strong national defense, but I will not vote for him because he moved to Canada to avoid being drafted for war when he was in college.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"MSK<0> wants a strong national defense , but MSK<0> will not vote for MSK<0> because MSK<0> moved to Canada to avoid being drafted for war when MSK<0> was in college .",ad hominem
"“He’s not a great athlete; he’s a fraud, a cheat and a liar. That’s why not everybody is ‘happy for Lance.'”",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"MSK<1> MSK<0> ’s not a great athlete ; MSK<0> ’s a fraud , a cheat and a liar . That ’s why not everybody is ‘ happy for Lance . ' MSK<1>",ad hominem
"My philosophy professor believes in ghosts and goes to séances. She’s an intelligent, educated, person, so ghosts must be real, and spiritualism must be true.",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,"My philosophy professor believes in MSK<0> and goes to séances . She ’s an intelligent , educated , person , so MSK<0> must be real , and spiritualism must be true .",fallacy of credibility
"Scientist: Evolution explains how animals developed, adapted and diversified over millions of years.
Opponent: If we evolved from monkeys, why are there still monkeys? And why don't we have three arms? Wouldn't that give me a competitive advantage?
What kind of a logical fallacy is this?",straw_man,causalNLP_logic_edu,train,attacking an exaggerated or caricatured version of your opponent's position.,education_examples,"Scientist : MSK<2> explains how animals developed , adapted and diversified over millions of years . Opponent : If MSK<0> MSK<2> from MSK<1> , why are there still MSK<1> ? And why do n't MSK<0> have three arms ? Would n't that give me a competitive advantage ? What kind of a logical fallacy is this ?",fallacy of extension
"Trump presents a dark image of America if Clinton is elected, with “Syrian refugees flooding in, illegal immigrants convicted of crimes staying.”",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"Trump presents a dark image of America if Clinton is elected , with MSK<0> Syrian MSK<1> flooding in , illegal MSK<1> convicted of crimes staying . MSK<0>",faulty generalization
"""Blondes are less intelligent than people with other hair colors.""",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,""" Blondes are less intelligent than people with other hair colors . """,faulty generalization
"No one has ever been able to prove that extraterrestrials exist, so they must not be real.",other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,"No one has ever been able to prove that MSK<0> exist , so MSK<0> must not be real .",intentional
The red bicycle is red.,other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,The MSK<0> bicycle is MSK<0> .,circular reasoning
“I don’t understand why you’re saying I broke a promise. I said I’d never speak again to my ex-girlfriend. And I didn’t. I just sent her a quick text.”,other_fallacy,causalNLP_logic_edu,train,"when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",education_examples,MSK<1> MSK<0> do n’t understand why you ’re saying MSK<0> broke a promise . MSK<0> said MSK<0> ’d never speak again to MSK<0> ex-girlfriend . And MSK<0> did n’t . MSK<0> just sent her a quick text . MSK<1>,equivocation
My job interview did not go well. I'll never get a job.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,MSK<0> MSK<1> interview did not go well . MSK<0> 'll never get a MSK<1> .,faulty generalization
"Why does the law state that you have to be 21 years old to drink?  Does it really make any difference if you are 20 years and 364 days old?  That is absurd.  Therefore, if a single day makes no difference, then a collection of 1095 single days won’t make any difference. Therefore, changing the drinking age to 18 will not make any difference.",other_fallacy,causalNLP_logic_edu,train,"when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",education_examples,"Why does MSK<0> ? Does MSK<0> really make any MSK<1> if coref1 are MSK<4> years and 364 MSK<2> MSK<4> ? That is absurd . Therefore , if a MSK<3> MSK<2> makes no MSK<1> , then a collection of 1095 MSK<3> MSK<2> wo n’t make any MSK<1> . Therefore , changing the drinking MSK<4> to MSK<4> will not make any MSK<1> .",equivocation
"Senator Jones supports a strong national defense. If you do vote for him, our country will be invaded, and it will start World War III.",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,"MSK<0> supports a strong national defense . If you do vote for MSK<0> , MSK<1> will be invaded , and MSK<1> will start World War III .",appeal to emotion
Your either for America or against her!!!,false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,Your either for America or against her !!!,false dilemma
"President Bennett is an effective communicator, because he has a natural talent for speaking with people.
against",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,"MSK<0> is an effective communicator , because MSK<0> has a natural talent for speaking with people . against",circular reasoning
"I know three redheads who have terrible tempers, and since Annabel has red hair, I’ll bet she has a terrible temper too.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"MSK<0> know three MSK<4> who have MSK<2> , and since MSK<3> has MSK<4> MSK<4> , MSK<0> ’ll bet MSK<3> has a MSK<2> too .",faulty generalization
"You said that because an authority thinks something, it must therefore be true.",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,"You said that because MSK<0> thinks something , MSK<0> must therefore be true .",fallacy of credibility
"""The building is closed. I saw 2 people standing outside the door.""What is this type of logical fallacy?",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,""" The building is closed . I saw 2 people standing outside the door . "" What is this type of logical fallacy ?",faulty generalization
"I don't think we need to talk to the people in the Justice Department about the practicality of enforcing this bill. The Justice Department is full of Democrats, and they are already biased against it.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"I do n't think MSK<0> need to talk to the people in MSK<0> about the practicality of enforcing this bill . MSK<0> is full of Democrats , and MSK<0> are already biased against MSK<0> .",ad hominem
"Speaker 1: Did you torture the prisoner?
Speaker 2: No, we just held him under water for a while, and then did a mock hanging.",other_fallacy,causalNLP_logic_edu,train,"when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",education_examples,"MSK<2> : Did you torture MSK<1> ? MSK<2> : No , we just held MSK<1> under water for a while , and then did a mock hanging .",equivocation
"If I eat this donut today, I'll probably do it again tomorrow and the next day, and then I'll never be able to eat healthy again.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"If MSK<0> MSK<1> MSK<2> MSK<3> , MSK<0> 'll probably do MSK<2> again MSK<3> and the next day , and then MSK<0> 'll never be able to MSK<1> healthy again .",faulty generalization
use of people's desire to be part of the group to convince them,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,use of MSK<0> desire to be part of the group to convince MSK<0>,ad populum
"We must have a poltergeist in the house. When the dog ran under the table, the vase just seemed to jump off the shelf all by itself.",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,"We must have a poltergeist in the house . When the dog ran under the table , MSK<0> just seemed to jump off the shelf all by MSK<0> .",fallacy of logic
Which case is not a False Dichotomy?,other_fallacy,causalNLP_logic_edu,train,introducing premises or conclusions that have nothing to do with the subject matter.,education_examples,Which case is not a False Dichotomy ?,fallacy of relevance
Have you accepted the fact that most environmental studies don’t support global warming?,other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,Have you accepted the fact that most environmental studies do n’t support global warming ?,intentional
"""America: Love it or leave it""
This is an example of which kind of logical fallacy?",false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,""" MSK<0> : Love MSK<0> or leave MSK<0> "" MSK<0> is an example of which kind of logical fallacy ?",false dilemma
The accident was caused by the taxi parking in the street,other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,The accident was caused by the taxi parking in the street,false causality
"""Some tall people recently vandalized the park. Tall people are so irresponsible.""",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,""" Some MSK<1> recently vandalized the park . MSK<1> are so irresponsible . """,faulty generalization
"""The mind is like a knife, cutting through difficult problems. But just as too much cutting dulls a knife, so too much education dulls the mind.""",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,""" MSK<0> is like a MSK<1> , MSK<3> through difficult problems . But just as too much MSK<3> MSK<2> a MSK<1> , so too much education MSK<2> MSK<0> . """,fallacy of logic
Portraying one's opponent's position in a simplified manner so that it is easy to argue against.,straw_man,causalNLP_logic_edu,train,attacking an exaggerated or caricatured version of your opponent's position.,education_examples,Portraying one 's opponent 's position in a simplified manner so that it is easy to argue against .,fallacy of extension
Do you think that we should convict this criminal?,other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,Do you think that we should convict this criminal ?,intentional
Running the government is like running a business. You can’t keep running into debt and expect to be successful.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,MSK<0> the government is like MSK<0> a business . You ca n’t keep MSK<0> into debt and expect to be successful .,faulty generalization
"In 2011, Christian broadcaster, Harold Camping, (once again) predicted the end of the world via Jesus, and managed to get many Christians to join his alarmist campaign.  During this time, and especially after the Armageddon date had passed,  many Christian groups publicly declared that Camping is not a “true Christian”.  On a personal note, I think Camping was and is as much of a Christian as any other self-proclaimed Christian and religious/political/ethical beliefs aside, I give him credit for having the cojones to make a falsifiable claim about his religious beliefs.Example #2:",other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,"In 2011 , MSK<0> broadcaster , Harold MSK<1> , ( once again ) predicted the end of the world via MSK<2> , and managed to get many MSK<3> to join MSK<2> alarmist campaign . During this time , and especially after the Armageddon date had passed , many MSK<3> groups publicly declared that MSK<1> is not a “ true MSK<3> ” . On a personal note , MSK<4> think MSK<1> was and is as much of MSK<0> as any other self - proclaimed MSK<0> and MSK<5> / political / ethical beliefs aside , MSK<4> give MSK<2> credit for having the cojones to make a falsifiable claim about MSK<2> MSK<5> beliefs.Example # 2 :",intentional
"""The government should not prohibit drugs. Otherwise the government should also ban alcohol or cigarettes. And then fatty food and junk food would have to be regulated too. The next thing you know, the government would force us to brush our teeth and do exercises everyday.""",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,""" MSK<0> should not prohibit drugs . Otherwise MSK<0> should also ban alcohol or cigarettes . And then fatty MSK<1> and junk MSK<1> would have to be regulated too . The next thing you know , MSK<0> would force MSK<2> to brush MSK<2> teeth and do exercises everyday . """,faulty generalization
"""If my years as a Marine taught me anything, it's that caution is the best policy in this sort of situation.""?",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,""" If MSK<0> years as a Marine taught MSK<0> anything , it 's that caution is the best policy in this sort of situation . "" ?",fallacy of credibility
"""Chick fil A is the greatest food chain in existence. Look at the crowds!""",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,""" Chick fil A is the greatest food chain in existence . Look at the crowds ! """,ad populum
"She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"MSK<0> is a teacher in a MSK<2> , so any claims that MSK<0> makes about the MSK<2> system are biased and untrue .",ad hominem
This fallacy distracts from the argument by pointing out hypocrisy in the opponent.,ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,This fallacy distracts from the argument by pointing out hypocrisy in the opponent .,ad hominem
"""You didn't do your homework, did you?"" is an example of...",other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,""" MSK<0> did n't do MSK<0> homework , did MSK<0> ? "" is an example of ...",intentional
"""Shell was charged with misleading advertising in its Platformate advertisements. A Shell spokesman said: 'The same comment could be made about most good advertising of most products.'""",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,""" MSK<0> was charged with misleading MSK<1> in MSK<0> Platformate MSK<1> . A MSK<0> spokesman said : ' The same comment could be made about most good MSK<1> of most products . ' """,ad populum
"Professor X holds that the use of non-invasive ventilation has no place in the management of ARDS; this, therefore, is the approach we should adopt.",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,"Professor X holds that the use of non-invasive ventilation has no place in the management of ARDS ; this , therefore , is the approach we should adopt .",fallacy of credibility
Andanar is unfit for the position because he seems unqualified for it.,other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,MSK<0> is unfit for the position because MSK<0> seems unqualified for MSK<0> .,circular reasoning
"Mr. Equalminded's idea for implementing affirmative action in the university's admission process is complete folly. He says he wants the student body to represent diversity in the community. But that's ridiculous. I suppose this means we'll have to throw out our academic standards while were at it. After all, if we're going to let students into our prestigious institution just because of their gender of the color of their skin, then what's going to happen to our reputation?",other_fallacy,causalNLP_logic_edu,train,introducing premises or conclusions that have nothing to do with the subject matter.,education_examples,"MSK<0> idea for implementing affirmative action in the university 's admission process is complete folly . MSK<0> says MSK<0> wants the student body to represent diversity in the community . But that 's ridiculous . I suppose MSK<1> means MSK<2> 'll have to throw out MSK<2> academic standards while were at MSK<1> . After all , if MSK<2> 're going to let MSK<3> just because of MSK<3> gender of the color of MSK<3> skin , then what 's going to happen to MSK<2> reputation ?",fallacy of relevance
"Speaker 1: I think marijuana should be legalized. It would be better for the country if we didn’t have this drug war.
Speaker 2: Of course you think that. You’re a pothead.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,MSK<3> : MSK<1> MSK<2> MSK<4> should be legalized . It would be better for the country if we did n’t have this MSK<4> war . MSK<3> : Of course MSK<1> MSK<2> that . MSK<1> ’re a pothead .,ad hominem
Why would you trust Paris Hilton to sell health food? She drinks and parties and has multiple partners.,ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,Why would you trust Paris Hilton to sell health food ? She drinks and parties and has multiple partners .,ad hominem
Texting has killed people’s ability to write in complete sentences with proper grammar.,other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,Texting has killed people ’s ability to write in complete sentences with proper grammar .,false causality
Tik Tok is popular among teens because so many of them use it.,other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,MSK<0> is popular among MSK<1> because so many of MSK<1> use MSK<0> .,circular reasoning
"""To get better schools, we have to raise taxes. If we don't, we can't have better schools.""",false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,""" To get MSK<1> , MSK<2> have to raise taxes . If MSK<2> do n't , MSK<2> ca n't have MSK<1> . """,false dilemma
MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland.,ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,MacDougal roots for a British football team . Clearly he 's unfit to be a police chief in Ireland .,ad hominem
"Karen is a thirty-something-year-old female who drives a mini-van, lives in the suburbs, and wears mom jeans. Is Karen more likely to be a woman or a mom?",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"MSK<0> is a thirty - something - year - old female who drives a mini-van , lives in the suburbs , and wears MSK<1> jeans . Is MSK<0> more likely to be a woman or a MSK<1> ?",faulty generalization
"These test results are clearly wrong, and it must be either because the client was malingering or because I bungled the test administration. Taking another look at the test manual, I see now that I bungled the test administration. Therefore the client was not malingering.",false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,"MSK<0> are clearly wrong , and MSK<0> must be either because MSK<1> was MSK<2> or because MSK<3> MSK<5> . Taking another look at the test manual , MSK<3> see now that MSK<3> MSK<5> . Therefore MSK<1> was not MSK<2> .",false dilemma
"Not only is paying a higher income tax a patriotic duty, it is also a sacred obligation.",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,"Not only is paying a higher income tax a patriotic duty , it is also a sacred obligation .",ad populum
The mayor argued that we need to reduce funding for the animal shelter in order to balance the budget. Don't vote for someone who doesn't think the government should care about animals.,straw_man,causalNLP_logic_edu,train,attacking an exaggerated or caricatured version of your opponent's position.,education_examples,The mayor argued that we need to reduce funding for the MSK<0> shelter in order to balance the budget . Do n't vote for someone who does n't think the government should care about MSK<0> .,fallacy of extension
"We live in paradise, but we don't know it.",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,"MSK<0> live in MSK<1> , but MSK<0> do n't know MSK<1> .",fallacy of logic
"""I can't trust that doctor's advice on how to raise my child. He has never been a mother.""",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,""" MSK<0> ca n't trust MSK<1> advice on how to raise MSK<0> child . MSK<1> has never been a mother . """,ad hominem
All people from Pinole are liars,ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,All people from Pinole are liars,ad hominem
"""Either you are for us, or you're against us!""",false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,""" Either MSK<0> are for MSK<1> , or MSK<0> 're against MSK<1> ! """,false dilemma
Broccoli has significantly less fat than the leading candy bar!,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,Broccoli has significantly less fat than the leading candy bar !,faulty generalization
There is definitely a link between autism and the vaccines given to toddlers. I know this because a Wikipedia entry mentioned numerous studies that found this to be true.,fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,There is definitely a link between autism and the vaccines given to toddlers . I know this because a Wikipedia entry mentioned numerous studies that found this to be true .,fallacy of credibility
If I made a reference to a monk I would most likely be utilizing...,fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,If MSK<0> made a reference to a monk MSK<0> would most likely be utilizing ...,fallacy of credibility
"Why should you feel guilty for seeking your own happiness when that's what everyone else is doing, too?",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,"Why should MSK<0> feel guilty for seeking MSK<0> own happiness when that 's what everyone else is doing , too ?",ad populum
"Interviewer: ""Your resume looks impressive but I need another reference.""
Bill: ""Jill can give me a good reference.""
Interviewer: ""Good. But how do I know that Jill is trustworthy?""
Bill: ""Certainly. I can vouch for her.""",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,"MSK<0> : "" Your resume looks impressive but I need another MSK<1> . "" MSK<2> : "" MSK<3> can give MSK<2> a MSK<4> MSK<1> . "" MSK<0> : "" MSK<4> . But how do MSK<5> know that MSK<3> is trustworthy ? "" MSK<2> : "" Certainly . MSK<5> can vouch for her . """,circular reasoning
"So you are saying your car is worth $20k.  I think it is worth $1, so let’s just compromise and say it is worth $10k. (Assuming the car is worth $20k)",other_fallacy,causalNLP_logic_edu,train,introducing premises or conclusions that have nothing to do with the subject matter.,education_examples,"So MSK<0> are saying MSK<0> is MSK<1> $ MSK<2> . MSK<0> think MSK<3> is MSK<1> $ 1 , so let ’s just compromise and say MSK<3> is MSK<1> $ MSK<2> . ( MSK<3> is MSK<1> $ MSK<2> )",fallacy of relevance
Cardenas roots for a British football team. Clearly he’s unfit to be a chef at the new restaurant,ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,MSK<0> roots for a British football team . Clearly MSK<0> ’s unfit to be a chef at the new restaurant,ad hominem
"If you do not believe in God, you will go to hell.",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,"If MSK<0> do not believe in God , MSK<0> will go to hell .",appeal to emotion
Albert Einstein was extremely impressed with this theory.,fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,Albert Einstein was extremely impressed with this theory .,fallacy of credibility
"The newspaper editor homeschools his children. So, any claims he makes about the public school system are biased and untrue.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"MSK<0> homeschools MSK<0> children . So , any claims MSK<0> makes about the public school system are biased and untrue .",ad hominem
"The book ""Investing for Dummies"" really helped me understand my finances better. The book ""Chess for Dummies"" was written by the same author, was published by the same press, and costs about the same amount, so it would probably help me understand my finances as well.",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,"MSK<0> MSK<1> "" really MSK<5> better . MSK<0> "" Chess for MSK<1> "" was written by the same author , was published by the same press , and costs about the same amount , so it would probably MSK<5> as well .",fallacy of logic
"Person 1:
I am for raising the minimum wage in our state.
Person 2:
She is for raising the minimum wage, but she is not smart enough to even run a business.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"MSK<4> : I am for MSK<2> . MSK<4> : MSK<3> is for MSK<2> , but MSK<3> is not smart enough to even run a business .",ad hominem
"If you don't buy the black pencils, you will get made fun of. You will not be chosen for group projects.",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,"If MSK<0> do n't buy the black pencils , MSK<0> will get made fun of . MSK<0> will not be chosen for group projects .",appeal to emotion
"""Real Cubans understand presumption of guilt.""",other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,""" Real Cubans understand presumption of guilt . """,intentional
"If you allow one student to take an online course, soon
everyone will want to, and the schools will be empty.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"If you allow one student to take an online course , soon everyone will want to , and the schools will be empty .",faulty generalization
"""Ghosts exist.... because I saw a ghost in my closet,"" is an example of what logical fallacy?",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,""" MSK<0> exist ... . because MSK<1> saw a MSK<0> in MSK<1> closet , "" is an example of what logical fallacy ?",circular reasoning
"“Since event Y followed event X, event Y must have been caused by event X”. What fallacy is described in this logical form?",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,"MSK<3> Since MSK<0> followed MSK<2> , MSK<0> must have been caused by MSK<2> MSK<3> . What fallacy is described in this logical form ?",false causality
"“It’s wrong to tax corporations—think of all the money they give to charity, and think of the costs they already pay to run their businesses!”",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,"MSK<2> It ’s wrong to MSK<0> — MSK<1> of all the money MSK<0> give to charity , and MSK<1> of the costs MSK<0> already pay to run MSK<0> businesses ! MSK<2>",appeal to emotion
This persuasive technique is used to make you feel left out if you don't join the group.,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,This persuasive technique is used to make MSK<0> feel left out if MSK<0> do n't join the group .,ad populum
"“Grading this exam on a curve would be the most fair thing to do. After all, classes go more smoothly when the students and the professor are getting along well.”",other_fallacy,causalNLP_logic_edu,train,introducing premises or conclusions that have nothing to do with the subject matter.,education_examples,"MSK<0> Grading this exam on a curve would be the most fair thing to do . After all , classes go more smoothly when the students and the professor are getting along well . MSK<0>",fallacy of relevance
"""Aliens must exist because there is no evidence that they don't exist.""",other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,""" MSK<0> must MSK<1> because there is no evidence that MSK<0> do n't MSK<1> . """,intentional
"“The best minds in physics have studied physics most of their lives, as it’s necessary to study physics extensively to become a top physicist.”",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,"MSK<2> MSK<0> have MSK<1> physics most of MSK<0> lives , as it ’s necessary to MSK<1> coref1 extensively to become a top physicist . MSK<2>",circular reasoning
You visit a new country and the first person you meet in the airport is rude. You send a message to a friend back home that everyone in this new country is rude.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,MSK<0> visit MSK<1> and the first person MSK<0> meet in the airport is MSK<2> . MSK<0> send a message to a friend back home that everyone in MSK<1> is MSK<2> .,faulty generalization
Politician Running for Public Office: You can all trust what I say. I have never lied in my life.,other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,MSK<1> Running for MSK<1> MSK<1> : You can all trust what MSK<0> say . MSK<0> have never lied in MSK<0> life .,circular reasoning
"In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!""",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,"In arguing that MSK<0> is not really a private moral matter , Fr. Frank A. Pavone , National Director Priests for Life , has written that "" MSK<0> is MSK<1> MSK<2> , and the MSK<2> of every MSK<3> being . MSK<1> are one MSK<3> family . Nobody can be neutral on MSK<0> . It involves the destruction of an entire group of MSK<3> beings ! """,circular reasoning
"When an advertiser tries to make a connection with the audience emotionally through sappy stories, music, sad puppies, etc...",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,"When an advertiser tries to make a connection with the audience emotionally through sappy stories , music , sad puppies , etc. . .",appeal to emotion
